id,original_language,title,genre_list,cast_list,crew_list,comp_list
16577,en,Astro Boy,Animation Action Family Science Fiction ,Dr.Tenma(voice) Cora(voice) Dr.Elefun(voice) ,David Bowers,TheWeinsteinCompany SummitEntertainment TezukaProductionCompanyLtd. ImagiAnimationStudios 
329,en,Jurassic Park,Adventure Science Fiction ,Dr.AlanGrant Dr.EllieSattler Dr.IanMalcolm ,Steven Spielberg,UniversalPictures AmblinEntertainment 
12160,en,Wyatt Earp,Drama Action Western ,WyattEarp DocHolliday NicholasEarp ,Lawrence Kasdan,TigProductions WarnerBros. KasdanPictures ParagonEntertainmentCorp. 
9331,en,Clear and Present Danger,Action Drama Thriller ,JackRyan JohnClark CathyRyan ,Phillip Noyce,ParamountPictures MaceNeufeldProductions 
300168,zh,Dragon Blade,Action Drama Adventure ,HuoHan Lucius Tiberius ,Daniel Lee,ShanghaiFilmGroup Jackie&JJProduction SparkleRollMedia HuayiBrothersMedia AlibabaPicturesGroup HomeMedia&EntertainmentFund TencentVideo ChinaFilm&TVCapital VisualizerFilmCompany 
9072,en,Little Man,Comedy Crime ,Calvin Darryl Vanessa ,Keenen Ivory Wayans,RevolutionStudios WayansBros.Entertainment 
3536,en,U-571,Action Drama Thriller War ,Lt.AndrewTyler Lt.Cmdr.MikeDahlgren CPOHenryKlough ,Jonathan Mostow,UniversalPictures CanalPlus DinoDeLaurentiisCompany 
9087,en,The American President,Comedy Drama Romance ,AndrewShepherd SydneyEllenWade LewisRothschild ,Rob Reiner,ColumbiaPictures CastleRockEntertainment 
12177,en,The Love Guru,Comedy Romance ,"GuruPitka JaneBullard Jacques""LeCoq""Grandé ",Marco Schnabel,ParamountPictures GoldcrestPictures InternationaleFilmproduktion 
12138,en,3000 Miles to Graceland,Action Adventure Comedy Thriller Crime ,MichaelZane ThomasJ.Murphy CybilWaingrow ,Demian Lichtenstein,FranchisePictures WarnerBros. MorganCreekProductions 
273248,en,The Hateful Eight,Crime Drama Mystery Western ,MajorMarquisWarren John'TheHangman'Ruth DaisyDomergue ,Quentin Tarantino,DoubleFeatureFilms TheWeinsteinCompany FilmColony 
9955,en,Blades of Glory,Action Comedy Drama ,ChazzMichaelMichaels JimmyMacElroy StranzVanWaldenberg ,Josh Gordon,DreamWorks 
50359,en,Hop,Animation Comedy Family ,EasterBunny(voice) Fred SamanthaO'Hare ,Tim Hill,UniversalPictures IlluminationEntertainment 
1271,en,300,Action Adventure War ,KingLeonidas QueenGorgo Theron ,Zack Snyder,VirtualStudios LegendaryPictures HollywoodGangProductions AtmosphereEntertainmentMM WarnerBros. NimarStudios CruelandUnusualFilms 
693,en,Meet the Fockers,Comedy Romance ,Gaylord'Greg'Focker PamByrnes JackByrnes ,Jay Roach,DreamWorksSKG UniversalPictures EverymanPictures TribecaProductions 
14306,en,Marley & Me,Comedy Family ,JohnGrogan JenniferGrogan SebastianTunney ,David Frankel,SunsweptEntertainment DuneEntertainmentIII 
497,en,The Green Mile,Fantasy Drama Crime ,"PaulEdgecomb JohnCoffey Brutus""Brutal""Howell ",Frank Darabont,CastleRockEntertainment DarkwoodsProductions WarnerBros. 
11199,en,Wild Hogs,Action Adventure Comedy ,DougMadsen WoodyStevens BobbyDavis ,Walt Becker,WildHogsProductions TouchstonePictures 
9982,en,Chicken Little,Animation Family Comedy ,ChickenLittle(voice) AbbyMallard(voice) FishOutofWater(voice) ,Mark Dindal,WaltDisneyPictures WaltDisneyFeatureAnimation 
210577,en,Gone Girl,Mystery Thriller Drama ,NickDunne AmyDunne MargoDunne ,David Fincher,TwentiethCenturyFoxFilmCorporation RegencyEnterprises NewRegencyPictures PacificStandard TSGEntertainment Artemple-Hollywood 
2501,en,The Bourne Identity,Action Drama Mystery Thriller ,JasonBourne MarieHelenaKreutz AlexanderConklin ,Doug Liman,"UniversalPictures Kennedy/MarshallCompany,The Hypnotic KalimaProductionsGmbH&Co.KG StillkingFilms "
710,en,GoldenEye,Adventure Action Thriller ,JamesBond AlecTrevelyan NatalyaFyodorovnaSimonova ,Martin Campbell,UnitedArtists EonProductions 
2275,en,The General's Daughter,Crime Drama Mystery Thriller ,PaulBrenner SaraSunhill Lt.Gen.JosephCampbell ,Simon West,ParamountPictures MFPMunichFilmPartnersGmbH&CompanyI.ProduktionsKG KraneEntertainment NeufeldRehmeProductions 
37165,en,The Truman Show,Comedy Drama ,TrumanBurbank MerylBurbank/HannahGill Marlon ,Peter Weir,ParamountPictures ScottRudinProductions 
9837,en,The Prince of Egypt,Adventure Animation Drama Family Music ,Moses/God RamessesII PharaohSetiI ,Simon Wells,DreamWorksSKG DreamWorksAnimation 
10708,en,Daddy Day Care,Comedy Family ,CharlieHinton Phil Marvin ,Steve Carr,ColumbiaPictures RevolutionStudios DavisEntertainment 
136400,en,2 Guns,Action Comedy Crime ,Robert'Bobby'Trench Michael'Stig'Stigman Deb ,Baltasar Kormákur,UniversalStudios MarcPlattProductions Emmett/FurlaFilms EnvisionEntertainmentCorporation 
10992,en,Cats & Dogs,Comedy Family ,ProfessorBrody Mrs.Brody ScottyBrody ,Lawrence Guterman,VillageRoadshowPictures NPVEntertainment MadChance Zide-PerryProductions WarnerBros. BenderSpink 
9654,en,The Italian Job,Action Crime ,CharlieCroker StellaBridger Steve ,F. Gary Gray,DeLinePictures WorkingTitleFilms 
2642,en,Two Weeks Notice,Romance Comedy ,LucyKelson GeorgeWade JuneCarver ,Marc Lawrence,VillageRoadshowPictures CastleRockEntertainment NPVEntertainment FortisFilms 
8916,en,Antz,Adventure Animation Comedy Family ,Z-4195akaZ(voice) Chip(voice) Queen(voice) ,Eric Darnell,DreamWorksSKG PacificDataImages(PDI) DreamWorksAnimation 
19899,en,Couples Retreat,Comedy Romance ,Dave Ronnie Jason ,Peter Billingsley,UniversalPictures WildWestPictureShowProductions StuberProductions RelativityMedia 
2119,en,Days of Thunder,Adventure ,ColeTrickle HarryHogge Dr.ClaireLewicki ,Tony Scott,ParamountPictures DonSimpson/JerryBruckheimerFilms 
9641,en,Cheaper by the Dozen 2,Comedy ,TomBaker JimmyMurtaugh KateBaker ,Adam Shankman,TwentiethCenturyFoxFilmCorporation 21LapsEntertainment DozenCanadaProductions 
294254,en,Maze Runner: The Scorch Trials,Action ,Thomas TeresaAgnes Newt ,Wes Ball,GothamGroup TempleHillEntertainment TSGEntertainment 
38167,en,Eat Pray Love,Drama ,ElizabethGilbert David Felipe ,Ryan Murphy,ColumbiaPictures RedOmFilms PlanBEntertainment 
5994,en,The Family Man,Comedy Drama Romance Fantasy ,JackCampbell KateReynolds Cash ,Brett Ratner,UniversalPictures 
39514,en,RED,Action Adventure Comedy Crime Thriller ,FrankMoses MarvinBoggs Victoria ,Robert Schwentke,DCComics DiBonaventuraPictures SummitEntertainment DCEntertainment 
9563,en,Any Given Sunday,Drama ,TonyD'Amato ChristinaPagniacci Jack'Cap'Rooney ,Oliver Stone,Donners'Company Ixtlan WarnerBros. 
547,en,The Horse Whisperer,Drama Romance ,TomBooker AnnieMacLean RobertMacLean ,Robert Redford,WildwoodEnterprises TouchstonePictures 
1538,en,Collateral,Drama Crime Thriller ,Vincent Max Annie ,Michael Mann,ParamountPictures DreamWorksSKG Parkes/MacDonaldProductions EdgeCity 
9334,en,The Scorpion King,Action Fantasy Adventure ,Mathayus Cassandra Balthazar ,Chuck Russell,UniversalPictures KalimaProductionsGmbH&Co.KG WorldWrestlingEntertainment(WWE) AlphavilleFilms 
11128,en,Ladder 49,Drama Action Thriller ,JackMorrison CaptainMikeKennedy LindaMorrison ,Jay Russell,CaseySilverProductions BeaconCommunications TouchstonePictures BeaconPictures FantailFilmsInc. 
75780,en,Jack Reacher,Crime Drama Thriller ,JackReacher HelenRodin AlexRodin ,Christopher McQuarrie,ParamountPictures MutualFilmCompany SkydanceProductions TCProductions 
8914,en,Deep Blue Sea,Action Science Fiction Thriller ,CarterBlake Dr.SusanMcCallister Sherman'Preacher'Dudley ,Renny Harlin,VillageRoadshowPictures WarnerBros. Riche-LudwigProductions GrouchoIIIFilmPartnership 
13576,en,This Is It,Music Documentary ,Himself Herself KennyOrtega ,Kenny Ortega,ColumbiaPictures 
39538,en,Contagion,Drama Thriller Science Fiction ,MitchEmhoff BethEmhoff Dr.ErinMears ,Steven Soderbergh,DoubleFeatureFilms RegencyEnterprises WarnerBros. ParticipantMedia ImagenationAbuDhabiFZ 
10628,en,Kangaroo Jack,Comedy Adventure Crime ,CharlieCarbone LouisBooker Jessie ,David McNally,CastleRockEntertainment JerryBruckheimerFilms WarnerBros. 
14836,en,Coraline,Animation Family ,CoralineJones(voice) Mother/OtherMother(voice) MissSpink(voice) ,Henry Selick,FocusFeatures LaikaEntertainment 
8645,en,The Happening,Thriller Science Fiction ,ElliotMoore AlmaMoore Julian ,M. Night Shyamalan,SpyglassEntertainment TwentiethCenturyFoxFilmCorporation DuneEntertainment UTVMotionPictures BlindingEdgePictures 
9509,en,Man on Fire,Action Drama Thriller Crime ,"Creasy Lupita""Pita""MartinRamos Samuel ",Tony Scott,RegencyEnterprises Fox2000Pictures EpsilonMotionPictures ScottFreeProductions NewRegencyPictures 
10067,en,The Shaggy Dog,Comedy Family ,DaveDouglas RebeccaDouglas KenHollister ,Brian Robbins,WaltDisneyPictures MandevilleFilms BoxingCatFilms 
9384,en,Starsky & Hutch,Comedy Crime ,DavidStarsky KenHutchinson HuggyBear ,Todd Phillips,WeedRoadPictures WarnerBros. DimensionFilms RedHourFilms AR-TL 
9279,en,Jingle All the Way,Family Comedy ,HowardLangston TedMaltin MyronLarabee ,Brian Levant,TwentiethCenturyFoxFilmCorporation 1492Pictures 
1487,en,Hellboy,Fantasy Action Science Fiction ,Hellboy LizSherman JohnMyers ,Guillermo del Toro,RevolutionStudios DarkHorseEntertainment LawrenceGordonProductions StarliteFilms 
9422,en,A Civil Action,Drama ,JanSchlichtmann JeromeFacher KevinConway ,Steven Zaillian,ParamountPictures WildwoodEnterprises TouchstonePictures 
77174,en,ParaNorman,Family Animation Adventure Comedy ,NormanBabcock(voice) NeilDowne(voice) AggiePrenderghast(voice) ,Sam Fell,FocusFeatures LaikaEntertainment 
4824,en,The Jackal,Action Thriller Adventure Crime ,TheJackal DeclanMulqueen CarterPreston ,Michael Caton-Jones,UniversalPictures Toho-Towa MutualFilmCompany Marubeni TeleMünchenFernsehProduktionsgesellschaft(TMG) AlphavilleFilms BritishBroadcastingCorporation(BBC) UGCPH Mel'sCiteduCinema 
9620,en,Paycheck,Action Adventure Mystery Science Fiction Thriller ,Jennings Rethrick Rachel ,John Woo,ParamountPictures DreamWorksSKG DavisEntertainment LionRockProductions ProvinceofBritishColumbiaFilmIncentiveBC Solomon/HackettProductions 
9302,en,Up Close & Personal,Drama Romance ,WarrenJustice TallyAtwater MarciaMcGrath ,Jon Avnet,CinergiPicturesEntertainment TouchstonePictures 
10199,en,The Tale of Despereaux,Adventure Animation Family ,Despereaux(voice) Roscuro(voice) PrincessPea(voice) ,Robert Stevenhagen,LargerThanLifeProductions 
10771,en,The Tuxedo,Thriller Action Comedy Science Fiction ,JimmyTong DelBlaine ClarkDevlin ,Kevin Donovan,DreamWorksSKG Parkes+MacDonaldImageNation BlueTrainProductions 
3512,en,Under Siege 2: Dark Territory,Action Thriller ,CaseyRyback TravisDane Penn ,Geoff Murphy,RegencyEnterprises WarnerBros. Seagal/NassoProductions VictorCompanyofJapan(JVC) CuttingEdgeFilms 
137094,en,Jack Ryan: Shadow Recruit,Action Drama Thriller ,JackRyan CathyMuller WilliamHarper ,Kenneth Branagh,ParamountPictures DiBonaventuraPictures MaceNeufeldProductions SkydanceProductions Etalonfilm BuckarooEntertainment 
274479,en,Joy,Drama Comedy ,JoyMangano NeilWalker Rudy ,David O. Russell,Fox2000Pictures DavisEntertainment AnnapurnaPictures TSGEntertainment 
267860,en,London Has Fallen,Action Crime Thriller ,MikeBanning PresidentBenjaminAsher VicePresidentAlanTrumbull ,Babak Najafi,MillenniumFilms LHFFilm GerardButlerAlanSiegelEntertainment NuBoyanaFilmStudios 
8078,en,Alien: Resurrection,Science Fiction Horror Action ,Ripley AnnaleeCall Dr.JonathanGediman ,Jean-Pierre Jeunet,TwentiethCenturyFoxFilmCorporation BrandywineProductions 
7485,en,Shooter,Action Drama Mystery Thriller Crime ,BobLeeSwagger NickMemphis ColonelIsaacJohnson ,Antoine Fuqua,ParamountPictures DiBonaventuraPictures GrosvenorParkImpactProductions 
170687,en,The Boxtrolls,Animation Comedy Family Fantasy ,ArchibaldSnatcher(voice) Eggs(voice) WinniePortley-Rind(voice) ,Anthony Stacchi,LaikaEntertainment 
6435,en,Practical Magic,Drama Fantasy Comedy ,SallyOwens GillianOwens KylieOwens ,Griffin Dunne,VillageRoadshowPictures DiNoviPictures FortisFilms WarnerBros. StargateStudios 
137106,en,The Lego Movie,Adventure Animation Comedy Family Fantasy ,EmmetBrickowski(voice) LordBusiness/PresidentBusiness/TheManUpstairs(voice) Wyldstyle/Lucy(voice) ,Phil Lord,VillageRoadshowPictures DCComics VertigoEntertainment LinPictures WarnerBros.Animation LEGO WarnerBros. AnimalLogic WarnerAnimationGroup RatPac-DuneEntertainment 
10040,en,Miss Congeniality 2: Armed and Fabulous,Action Comedy ,GracieHart SamFuller JeffForeman ,John Pasquin,VillageRoadshowPictures CastleRockEntertainment FortisFilms 
6278,en,Reign of Fire,Adventure Action Fantasy ,QuinnAbercromby DentonVanZan AlexJensen ,Rob Bowman,TheZanuckCompany SpyglassEntertainment World2000Entertainment TouchstonePictures TripodEntertainment 
82682,en,Gangster Squad,Crime Drama Action Thriller ,JohnO'Mara Sgt.JerryWooters BillParker ,Ruben Fleischer,VillageRoadshowPictures LinPictures WarnerBros. LangleyParkProduction 
17610,en,Year One,Comedy Adventure ,Zed Oh PrincessInanna ,Harold Ramis,ColumbiaPictures OceanPictures ApatowProductions 
22954,en,Invictus,Drama History ,NelsonMandela FrancoisPienaar JasonTshabalala ,Clint Eastwood,SpyglassEntertainment MalpasoProductions RevelationsEntertainment MaceNeufeldProductions WarnerBros. LibertyPictures(II) 
16995,en,State of Play,Action ,CalMcAffrey StephenCollins DellaFrye ,Kevin Macdonald,UniversalPictures StudioCanal AndellEntertainment RelativityMedia WorkingTitleFilms 
16558,en,Duplicity,Romance Comedy Crime ,RayKoval ClaireStenwick RichardGarsik ,Tony Gilroy,UniversalPictures LauraBickfordProductions RelativityMedia MedienproduktionPoseidonFilmgesellschaft 
9849,en,My Favorite Martian,Comedy Drama Family Science Fiction ,TimO'Hara BraceChanning Lizzie ,Donald Petrie,WaltDisneyPictures 
5820,en,The Sentinel,Action Thriller Crime ,PeteGarrison DavidBreckinridge JillMarin ,Clark Johnson,TwentiethCenturyFoxFilmCorporation DuneEntertainment MajorStudioPartners RegencyEnterprises EpsilonMotionPictures NewRegencyPictures SentinelProductions FurthurFilms 
16866,en,Planet 51,Science Fiction Animation Family Comedy Adventure ,Capt.Charles'Chuck'Baker(voice) Skiff(voice) Neera(voice) ,Jorge Blanco,TriStarPictures IlionAnimationStudios HandMadeFilms 
201,en,Star Trek: Nemesis,Science Fiction Action Adventure Thriller ,CaptainJean-LucPicard CommanderWilliamT.Riker Lt.CommanderData ,Stuart Baird,ParamountPictures 
11775,en,Intolerable Cruelty,Crime Comedy Romance ,MilesMassey MarilynRexroth RexRexroth ,Joel Coen,ImagineEntertainment UniversalPictures MikeZossProductions AlphavilleProductions 
87825,en,Trouble with the Curve,Drama Romance ,Gus MickeyLobel JohnnyFlanagan ,Robert Lorenz,MalpasoProductions WarnerBros. 
12201,en,Edge of Darkness,Crime Drama Mystery Thriller ,ThomasCraven DariusJedburgh Bennett ,Martin Campbell,IconProductions BBCFilms GKFilms WarnerBros. 
11015,en,The Relic,Horror Mystery Thriller ,Dr.MargoGreen Lt.VincentD'Agosta Dr.AnnCuthbert ,Peter Hyams,ParamountPictures UniversalPictures Toho-Towa MutualFilmCompany PacificWestern PolyGramFilmedEntertainment Marubeni TeleMünchenFernsehProduktionsgesellschaft(TMG) BritishBroadcastingCorporation(BBC) 
9932,en,Analyze That,Comedy Crime ,PaulVitti Dr.BenSobel LauraSobel ,Harold Ramis,VillageRoadshowPictures NPVEntertainment WarnerBros. TribecaProductions BaltimoreSpringCreekPictures FaceProductions 
13389,en,Righteous Kill,Action Crime Drama Thriller ,Turk KarenCorelli Spider ,Jon Avnet,GrosvenorParkMediaLtd. InVentureEntertainment MillenniumFilms Emmett/FurlaFilms Nu-ImageFilms 
8838,en,Mercury Rising,Action Crime Drama Thriller ,ArtJeffries NicholasKudrow SimonLynch ,Harold Becker,ImagineEntertainment UniversalPictures 
17332,en,The Soloist,Drama ,SteveLopez NathanielAyers MaryWeston ,Joe Wright,DreamWorks UniversalPictures StudioCanal ParticipantMedia KrasnoffFosterProductions WorkingTitleFilms 
4958,en,The Legend of Bagger Vance,Fantasy Drama ,RannulphJunuh WalterHagen AdeleInvergordon ,Robert Redford,DreamWorksSKG TwentiethCenturyFoxFilmCorporation WildwoodEnterprises EpsilonMotionPictures AlliedFilmmakers 
786,en,Almost Famous,Drama Music ,PennyLane RussellHammond ElaineMiller ,Cameron Crowe,ColumbiaPictures VinylFilms DreamWorksPictures 
9513,en,Garfield: A Tail of Two Kitties,Animation Comedy Family ,Garfield(voice) Liz Dargis ,Tim Hill,TwentiethCenturyFoxFilmCorporation DuneEntertainment DavisEntertainment 
11679,en,xXx: State of the Union,Action Adventure Crime Drama Mystery Thriller ,DariusStone/xXx AgentAugustusGibbons Gen.GeorgeOctaviusDeckert ,Lee Tamahori,OriginalFilm ColumbiaPicturesCorporation RevolutionStudios 
38321,en,Priest,Action Science Fiction Fantasy Thriller Horror ,Priest BlackHat Hicks ,Scott Stewart,ScreenGems StarsRoadEntertainment BuckarooEntertainment MichaelDeLucaProductions TOKYOPOP 
14411,en,Sinbad: Legend of the Seven Seas,Family Animation Adventure ,Sinbad(voice) Marina(voice) Eris(voice) ,Tim Johnson,DreamWorksAnimation 
8413,en,Event Horizon,Horror Science Fiction Mystery ,"CaptainMiller Dr.WilliamWeir Peters,MedTech ",Paul W.S. Anderson,ParamountPictures ImpactPictures GolarProductions 
10052,en,Dragonfly,Drama ,JoeDarrow HughCampbell CharlieDickinson ,Tom Shadyac,UniversalPictures SpyglassEntertainment ShadyAcresEntertainment GranViaProductions KalimaProductionsGmbH&Co.KG NDEProductions 
9676,en,The Black Dahlia,Drama ,Dwight'Bucky'Bleichert KayLake LeeBlanchard ,Brian De Palma,UniversalPictures Davis-Films SignaturePictures LinsonEntertainment ArtLinsonProductions MillenniumFilms EquityPicturesMedienfondsGmbH&Co.KGIII NuImageEntertainmentGmbH 
9664,en,Flyboys,Action Adventure Drama History Romance War ,BlaineRawlings EddieBeagle Capt.Thenault ,Tony Bill,IngeniousFilmPartners ElectricEntertainment SkydanceProductions FlyboysFilms 
2100,en,The Last Castle,Action Drama Thriller ,Lt.Gen.EugeneIrwin Col.Winter Yates ,Rod Lurie,DreamWorksSKG 
10384,en,Supernova,Horror Science Fiction Thriller ,NickVanzant Dr.KaelaEvers A.J.Marley ,Walter Hill,UnitedArtists Metro-Goldwyn-Mayer(MGM) HammerheadProductions ScreenlandPictures 
137321,en,Winter's Tale,Drama Fantasy Mystery Romance ,PeterLake BeverlyPenn PearlySoames ,Akiva Goldsman,VillageRoadshowPictures WeedRoadPictures WarnerBros. 
123553,en,The Mortal Instruments: City of Bones,Action Adventure Drama Mystery Romance Fantasy ,ClaryFray JaceWayland AlecLightwood ,Harald Zwart,ConstantinFilmProduktion DonCarmodyProductions UniqueFeatures Mr.SmithProductions 
11260,en,Meet Dave,Comedy Science Fiction Adventure Family ,DaveMingChang/Kapitän GinaMorrison Nr.3-Kulturoffizierin ,Brian Robbins,TwentiethCenturyFoxFilmCorporation DuneEntertainment RegencyEnterprises GuyWalksintoaBarProductions DeepRiverProductions FriendlyFilms(II) 
9009,en,Dark Water,Drama Horror Thriller ,DahliaWilliams Mr.Murray JeffPlatzer ,Walter Salles,VertigoEntertainment TouchstonePictures PostNoBillsFilms PandemoniumProductions 
11374,en,Edtv,Comedy ,Ed'Eddie'Pekurny RayPekurny Jeanette ,Ron Howard,ImagineEntertainment UniversalPictures 
2309,en,Inkheart,Adventure Family Fantasy ,Mo'Silvertongue'Folchart Resa Capricorn ,Iain Softley,NewLineCinema InternationaleFilmproduktionBlackbirdErste 
8285,en,The Spirit,Action Comedy Thriller Crime Science Fiction ,TheSpirit/DennyColt SilkenFloss Octopuss ,Frank Miller,DCComics Lionsgate OddLotEntertainment MediaMagikEntertainment DarkLotEntertainment ContinentalEntertainmentGroup(CEG) 
210860,en,Mortdecai,Comedy Adventure ,CharlesMortdecai JohannaMortdecai InspektorAlistairMartland ,David Koepp,Lionsgate MadChance OddLotEntertainment HuayiBrothersMedia 
