id,original_language,title,genre_list,cast_list,crew_list,comp_list,comb
10483,en,Death Race,Action Thriller Science Fiction ,JensenAmes WardenHennessey Coach ,Paul W.S. Anderson,UniversalPictures Cruise/WagnerProductions ImpactPictures RelativityMedia ScionFilms H2S2Filmproduktionsgesellschaft ,Action Thriller Science Fiction JensenAmes WardenHennessey Coach Paul W.S. AndersonUniversalPictures Cruise/WagnerProductions ImpactPictures RelativityMedia ScionFilms H2S2Filmproduktionsgesellschaft en
11412,en,The Long Kiss Goodnight,Crime Action Mystery Thriller ,SamanthaCaine/CharlyBaltimore MitchHenessey CaitlinCaine ,Renny Harlin,NewLineCinema Forge TheSteveTischCompany ,Crime Action Mystery Thriller SamanthaCaine/CharlyBaltimore MitchHenessey CaitlinCaine Renny HarlinNewLineCinema Forge TheSteveTischCompany en
11983,en,Proof of Life,Action Adventure Drama Romance Thriller ,AliceBowman TerryThorne PeterBowman ,Taylor Hackford,CastleRockEntertainment WarnerBros. ,Action Adventure Drama Romance Thriller AliceBowman TerryThorne PeterBowman Taylor HackfordCastleRockEntertainment WarnerBros. en
6795,en,Zathura: A Space Adventure,Family Fantasy Science Fiction Adventure ,Danny Walter Astronaut ,Jon Favreau,ColumbiaPicturesCorporation TeitlerFilm MichaelDeLucaProductions RadarPictures ,Family Fantasy Science Fiction Adventure Danny Walter Astronaut Jon FavreauColumbiaPicturesCorporation TeitlerFilm MichaelDeLucaProductions RadarPictures en
550,en,Fight Club,Drama ,TheNarrator TylerDurden Robert'Bob'Paulson ,David Fincher,RegencyEnterprises Fox2000Pictures TaurusFilm LinsonFilms AtmanEntertainment KnickerbockerFilms ,Drama TheNarrator TylerDurden Robert'Bob'Paulson David FincherRegencyEnterprises Fox2000Pictures TaurusFilm LinsonFilms AtmanEntertainment KnickerbockerFilms en
11170,en,We Are Marshall,Drama ,JackLengyel RedDawson NateRuffin ,McG,LegendaryPictures ThunderRoadPictures WonderlandSoundandVision WarnerBros. ,Drama JackLengyel RedDawson NateRuffin McGLegendaryPictures ThunderRoadPictures WonderlandSoundandVision WarnerBros. en
9292,en,Hudson Hawk,Action Adventure Comedy ,Eddie'HudsonHawk'Hawkins TommyFive-Tone AnnaBaragli ,Michael Lehmann,TriStarPictures SilverPictures ,Action Adventure Comedy Eddie'HudsonHawk'Hawkins TommyFive-Tone AnnaBaragli Michael LehmannTriStarPictures SilverPictures en
10783,en,Lucky Numbers,Action Adventure Comedy Crime Romance Thriller ,RussRichards Crystal Gig ,Nora Ephron,ParamountPictures StudioCanal ,Action Adventure Comedy Crime Romance Thriller RussRichards Crystal Gig Nora EphronParamountPictures StudioCanal en
100241,en,"I, Frankenstein",Horror Thriller ,Adam Terra Naberius ,Stuart Beattie,LakeshoreEntertainment SidneyKimmelEntertainment Lionsgate HopscotchFilms ,Horror Thriller Adam Terra Naberius Stuart BeattieLakeshoreEntertainment SidneyKimmelEntertainment Lionsgate HopscotchFilms en
257,en,Oliver Twist,Crime Drama Family ,OliverTwist Fagin BillSikes ,Roman Polanski,R.P.Productions ETICFilms RunteamIIILtd. ,Crime Drama Family OliverTwist Fagin BillSikes Roman PolanskiR.P.Productions ETICFilms RunteamIIILtd. en
9947,en,Elektra,Action Fantasy ,ElektraNatchios/Elektra MarkMiller Kirigi ,Rob Bowman,TwentiethCenturyFoxFilmCorporation RegencyEnterprises EpsilonMotionPictures NewRegencyPictures MarvelEnterprises HorseshoeBayProductions ElektraProductions SAIProductions ,Action Fantasy ElektraNatchios/Elektra MarkMiller Kirigi Rob BowmanTwentiethCenturyFoxFilmCorporation RegencyEnterprises EpsilonMotionPictures NewRegencyPictures MarvelEnterprises HorseshoeBayProductions ElektraProductions SAIProductions en
189,en,Sin City: A Dame to Kill For,Crime Thriller ,Marv Nancy Dwight ,Robert Rodriguez,MiramaxFilms TroublemakerStudios ARFilms AldamisaEntertainment DemarestFilms SolipsistFilm Residaco ,Crime Thriller Marv Nancy Dwight Robert RodriguezMiramaxFilms TroublemakerStudios ARFilms AldamisaEntertainment DemarestFilms SolipsistFilm Residaco en
12618,en,Random Hearts,Drama Romance ,DutchVanDenBroeck KayChandler Alcee ,Sydney Pollack,ColumbiaPictures ,Drama Romance DutchVanDenBroeck KayChandler Alcee Sydney PollackColumbiaPictures en
253412,en,Everest,Adventure Drama ,RobHall ScottFischer BeckWeathers ,Baltasar Kormákur,UniversalPictures WorkingTitleFilms WaldenMedia CrossCreekPictures FreeStatePictures RVKStudios ,Adventure Drama RobHall ScottFischer BeckWeathers Baltasar KormákurUniversalPictures WorkingTitleFilms WaldenMedia CrossCreekPictures FreeStatePictures RVKStudios en
1427,en,Perfume: The Story of a Murderer,Crime Fantasy Drama ,Jean-BaptisteGrenouille BürgermeistervonGrasse BischofvonGrasse ,Tom Tykwer,Davis-Films NouvellesÉditionsdeFilms(NEF) RisingStar VIPMedienfonds4 IkiruFilms ConstantinFilmProduktion CastelaoProducciones ,Crime Fantasy Drama Jean-BaptisteGrenouille BürgermeistervonGrasse BischofvonGrasse Tom TykwerDavis-Films NouvellesÉditionsdeFilms(NEF) RisingStar VIPMedienfonds4 IkiruFilms ConstantinFilmProduktion CastelaoProducciones en
818,en,Austin Powers in Goldmember,Comedy Crime Science Fiction ,AustinPowers/Dr.Evil/Goldmember/FatBastard FoxxyCleopatra ScottEvil ,Jay Roach,NewLineCinema Eric'sBoy TeamTodd MovingPictures GratitudeInternational ,Comedy Crime Science Fiction AustinPowers/Dr.Evil/Goldmember/FatBastard FoxxyCleopatra ScottEvil Jay RoachNewLineCinema Eric'sBoy TeamTodd MovingPictures GratitudeInternational en
16577,en,Astro Boy,Animation Action Family Science Fiction ,Dr.Tenma(voice) Cora(voice) Dr.Elefun(voice) ,David Bowers,TheWeinsteinCompany SummitEntertainment TezukaProductionCompanyLtd. ImagiAnimationStudios ,Animation Action Family Science Fiction Dr.Tenma(voice) Cora(voice) Dr.Elefun(voice) David BowersTheWeinsteinCompany SummitEntertainment TezukaProductionCompanyLtd. ImagiAnimationStudios en
329,en,Jurassic Park,Adventure Science Fiction ,Dr.AlanGrant Dr.EllieSattler Dr.IanMalcolm ,Steven Spielberg,UniversalPictures AmblinEntertainment ,Adventure Science Fiction Dr.AlanGrant Dr.EllieSattler Dr.IanMalcolm Steven SpielbergUniversalPictures AmblinEntertainment en
12160,en,Wyatt Earp,Drama Action Western ,WyattEarp DocHolliday NicholasEarp ,Lawrence Kasdan,TigProductions WarnerBros. KasdanPictures ParagonEntertainmentCorp. ,Drama Action Western WyattEarp DocHolliday NicholasEarp Lawrence KasdanTigProductions WarnerBros. KasdanPictures ParagonEntertainmentCorp. en
9331,en,Clear and Present Danger,Action Drama Thriller ,JackRyan JohnClark CathyRyan ,Phillip Noyce,ParamountPictures MaceNeufeldProductions ,Action Drama Thriller JackRyan JohnClark CathyRyan Phillip NoyceParamountPictures MaceNeufeldProductions en
300168,zh,Dragon Blade,Action Drama Adventure ,HuoHan Lucius Tiberius ,Daniel Lee,ShanghaiFilmGroup Jackie&JJProduction SparkleRollMedia HuayiBrothersMedia AlibabaPicturesGroup HomeMedia&EntertainmentFund TencentVideo ChinaFilm&TVCapital VisualizerFilmCompany ,Action Drama Adventure HuoHan Lucius Tiberius Daniel LeeShanghaiFilmGroup Jackie&JJProduction SparkleRollMedia HuayiBrothersMedia AlibabaPicturesGroup HomeMedia&EntertainmentFund TencentVideo ChinaFilm&TVCapital VisualizerFilmCompany zh
9072,en,Little Man,Comedy Crime ,Calvin Darryl Vanessa ,Keenen Ivory Wayans,RevolutionStudios WayansBros.Entertainment ,Comedy Crime Calvin Darryl Vanessa Keenen Ivory WayansRevolutionStudios WayansBros.Entertainment en
3536,en,U-571,Action Drama Thriller War ,Lt.AndrewTyler Lt.Cmdr.MikeDahlgren CPOHenryKlough ,Jonathan Mostow,UniversalPictures CanalPlus DinoDeLaurentiisCompany ,Action Drama Thriller War Lt.AndrewTyler Lt.Cmdr.MikeDahlgren CPOHenryKlough Jonathan MostowUniversalPictures CanalPlus DinoDeLaurentiisCompany en
9087,en,The American President,Comedy Drama Romance ,AndrewShepherd SydneyEllenWade LewisRothschild ,Rob Reiner,ColumbiaPictures CastleRockEntertainment ,Comedy Drama Romance AndrewShepherd SydneyEllenWade LewisRothschild Rob ReinerColumbiaPictures CastleRockEntertainment en
12177,en,The Love Guru,Comedy Romance ,"GuruPitka JaneBullard Jacques""LeCoq""Grandé ",Marco Schnabel,ParamountPictures GoldcrestPictures InternationaleFilmproduktion ,"Comedy Romance GuruPitka JaneBullard Jacques""LeCoq""Grandé Marco SchnabelParamountPictures GoldcrestPictures InternationaleFilmproduktion en"
12138,en,3000 Miles to Graceland,Action Adventure Comedy Thriller Crime ,MichaelZane ThomasJ.Murphy CybilWaingrow ,Demian Lichtenstein,FranchisePictures WarnerBros. MorganCreekProductions ,Action Adventure Comedy Thriller Crime MichaelZane ThomasJ.Murphy CybilWaingrow Demian LichtensteinFranchisePictures WarnerBros. MorganCreekProductions en
273248,en,The Hateful Eight,Crime Drama Mystery Western ,MajorMarquisWarren John'TheHangman'Ruth DaisyDomergue ,Quentin Tarantino,DoubleFeatureFilms TheWeinsteinCompany FilmColony ,Crime Drama Mystery Western MajorMarquisWarren John'TheHangman'Ruth DaisyDomergue Quentin TarantinoDoubleFeatureFilms TheWeinsteinCompany FilmColony en
9955,en,Blades of Glory,Action Comedy Drama ,ChazzMichaelMichaels JimmyMacElroy StranzVanWaldenberg ,Josh Gordon,DreamWorks ,Action Comedy Drama ChazzMichaelMichaels JimmyMacElroy StranzVanWaldenberg Josh GordonDreamWorks en
50359,en,Hop,Animation Comedy Family ,EasterBunny(voice) Fred SamanthaO'Hare ,Tim Hill,UniversalPictures IlluminationEntertainment ,Animation Comedy Family EasterBunny(voice) Fred SamanthaO'Hare Tim HillUniversalPictures IlluminationEntertainment en
1271,en,300,Action Adventure War ,KingLeonidas QueenGorgo Theron ,Zack Snyder,VirtualStudios LegendaryPictures HollywoodGangProductions AtmosphereEntertainmentMM WarnerBros. NimarStudios CruelandUnusualFilms ,Action Adventure War KingLeonidas QueenGorgo Theron Zack SnyderVirtualStudios LegendaryPictures HollywoodGangProductions AtmosphereEntertainmentMM WarnerBros. NimarStudios CruelandUnusualFilms en
693,en,Meet the Fockers,Comedy Romance ,Gaylord'Greg'Focker PamByrnes JackByrnes ,Jay Roach,DreamWorksSKG UniversalPictures EverymanPictures TribecaProductions ,Comedy Romance Gaylord'Greg'Focker PamByrnes JackByrnes Jay RoachDreamWorksSKG UniversalPictures EverymanPictures TribecaProductions en
14306,en,Marley & Me,Comedy Family ,JohnGrogan JenniferGrogan SebastianTunney ,David Frankel,SunsweptEntertainment DuneEntertainmentIII ,Comedy Family JohnGrogan JenniferGrogan SebastianTunney David FrankelSunsweptEntertainment DuneEntertainmentIII en
497,en,The Green Mile,Fantasy Drama Crime ,"PaulEdgecomb JohnCoffey Brutus""Brutal""Howell ",Frank Darabont,CastleRockEntertainment DarkwoodsProductions WarnerBros. ,"Fantasy Drama Crime PaulEdgecomb JohnCoffey Brutus""Brutal""Howell Frank DarabontCastleRockEntertainment DarkwoodsProductions WarnerBros. en"
11199,en,Wild Hogs,Action Adventure Comedy ,DougMadsen WoodyStevens BobbyDavis ,Walt Becker,WildHogsProductions TouchstonePictures ,Action Adventure Comedy DougMadsen WoodyStevens BobbyDavis Walt BeckerWildHogsProductions TouchstonePictures en
9982,en,Chicken Little,Animation Family Comedy ,ChickenLittle(voice) AbbyMallard(voice) FishOutofWater(voice) ,Mark Dindal,WaltDisneyPictures WaltDisneyFeatureAnimation ,Animation Family Comedy ChickenLittle(voice) AbbyMallard(voice) FishOutofWater(voice) Mark DindalWaltDisneyPictures WaltDisneyFeatureAnimation en
210577,en,Gone Girl,Mystery Thriller Drama ,NickDunne AmyDunne MargoDunne ,David Fincher,TwentiethCenturyFoxFilmCorporation RegencyEnterprises NewRegencyPictures PacificStandard TSGEntertainment Artemple-Hollywood ,Mystery Thriller Drama NickDunne AmyDunne MargoDunne David FincherTwentiethCenturyFoxFilmCorporation RegencyEnterprises NewRegencyPictures PacificStandard TSGEntertainment Artemple-Hollywood en
2501,en,The Bourne Identity,Action Drama Mystery Thriller ,JasonBourne MarieHelenaKreutz AlexanderConklin ,Doug Liman,"UniversalPictures Kennedy/MarshallCompany,The Hypnotic KalimaProductionsGmbH&Co.KG StillkingFilms ","Action Drama Mystery Thriller JasonBourne MarieHelenaKreutz AlexanderConklin Doug LimanUniversalPictures Kennedy/MarshallCompany,The Hypnotic KalimaProductionsGmbH&Co.KG StillkingFilms en"
710,en,GoldenEye,Adventure Action Thriller ,JamesBond AlecTrevelyan NatalyaFyodorovnaSimonova ,Martin Campbell,UnitedArtists EonProductions ,Adventure Action Thriller JamesBond AlecTrevelyan NatalyaFyodorovnaSimonova Martin CampbellUnitedArtists EonProductions en
2275,en,The General's Daughter,Crime Drama Mystery Thriller ,PaulBrenner SaraSunhill Lt.Gen.JosephCampbell ,Simon West,ParamountPictures MFPMunichFilmPartnersGmbH&CompanyI.ProduktionsKG KraneEntertainment NeufeldRehmeProductions ,Crime Drama Mystery Thriller PaulBrenner SaraSunhill Lt.Gen.JosephCampbell Simon WestParamountPictures MFPMunichFilmPartnersGmbH&CompanyI.ProduktionsKG KraneEntertainment NeufeldRehmeProductions en
37165,en,The Truman Show,Comedy Drama ,TrumanBurbank MerylBurbank/HannahGill Marlon ,Peter Weir,ParamountPictures ScottRudinProductions ,Comedy Drama TrumanBurbank MerylBurbank/HannahGill Marlon Peter WeirParamountPictures ScottRudinProductions en
9837,en,The Prince of Egypt,Adventure Animation Drama Family Music ,Moses/God RamessesII PharaohSetiI ,Simon Wells,DreamWorksSKG DreamWorksAnimation ,Adventure Animation Drama Family Music Moses/God RamessesII PharaohSetiI Simon WellsDreamWorksSKG DreamWorksAnimation en
10708,en,Daddy Day Care,Comedy Family ,CharlieHinton Phil Marvin ,Steve Carr,ColumbiaPictures RevolutionStudios DavisEntertainment ,Comedy Family CharlieHinton Phil Marvin Steve CarrColumbiaPictures RevolutionStudios DavisEntertainment en
136400,en,2 Guns,Action Comedy Crime ,Robert'Bobby'Trench Michael'Stig'Stigman Deb ,Baltasar Kormákur,UniversalStudios MarcPlattProductions Emmett/FurlaFilms EnvisionEntertainmentCorporation ,Action Comedy Crime Robert'Bobby'Trench Michael'Stig'Stigman Deb Baltasar KormákurUniversalStudios MarcPlattProductions Emmett/FurlaFilms EnvisionEntertainmentCorporation en
10992,en,Cats & Dogs,Comedy Family ,ProfessorBrody Mrs.Brody ScottyBrody ,Lawrence Guterman,VillageRoadshowPictures NPVEntertainment MadChance Zide-PerryProductions WarnerBros. BenderSpink ,Comedy Family ProfessorBrody Mrs.Brody ScottyBrody Lawrence GutermanVillageRoadshowPictures NPVEntertainment MadChance Zide-PerryProductions WarnerBros. BenderSpink en
9654,en,The Italian Job,Action Crime ,CharlieCroker StellaBridger Steve ,F. Gary Gray,DeLinePictures WorkingTitleFilms ,Action Crime CharlieCroker StellaBridger Steve F. Gary GrayDeLinePictures WorkingTitleFilms en
2642,en,Two Weeks Notice,Romance Comedy ,LucyKelson GeorgeWade JuneCarver ,Marc Lawrence,VillageRoadshowPictures CastleRockEntertainment NPVEntertainment FortisFilms ,Romance Comedy LucyKelson GeorgeWade JuneCarver Marc LawrenceVillageRoadshowPictures CastleRockEntertainment NPVEntertainment FortisFilms en
8916,en,Antz,Adventure Animation Comedy Family ,Z-4195akaZ(voice) Chip(voice) Queen(voice) ,Eric Darnell,DreamWorksSKG PacificDataImages(PDI) DreamWorksAnimation ,Adventure Animation Comedy Family Z-4195akaZ(voice) Chip(voice) Queen(voice) Eric DarnellDreamWorksSKG PacificDataImages(PDI) DreamWorksAnimation en
19899,en,Couples Retreat,Comedy Romance ,Dave Ronnie Jason ,Peter Billingsley,UniversalPictures WildWestPictureShowProductions StuberProductions RelativityMedia ,Comedy Romance Dave Ronnie Jason Peter BillingsleyUniversalPictures WildWestPictureShowProductions StuberProductions RelativityMedia en
2119,en,Days of Thunder,Adventure ,ColeTrickle HarryHogge Dr.ClaireLewicki ,Tony Scott,ParamountPictures DonSimpson/JerryBruckheimerFilms ,Adventure ColeTrickle HarryHogge Dr.ClaireLewicki Tony ScottParamountPictures DonSimpson/JerryBruckheimerFilms en
9641,en,Cheaper by the Dozen 2,Comedy ,TomBaker JimmyMurtaugh KateBaker ,Adam Shankman,TwentiethCenturyFoxFilmCorporation 21LapsEntertainment DozenCanadaProductions ,Comedy TomBaker JimmyMurtaugh KateBaker Adam ShankmanTwentiethCenturyFoxFilmCorporation 21LapsEntertainment DozenCanadaProductions en
294254,en,Maze Runner: The Scorch Trials,Action ,Thomas TeresaAgnes Newt ,Wes Ball,GothamGroup TempleHillEntertainment TSGEntertainment ,Action Thomas TeresaAgnes Newt Wes BallGothamGroup TempleHillEntertainment TSGEntertainment en
38167,en,Eat Pray Love,Drama ,ElizabethGilbert David Felipe ,Ryan Murphy,ColumbiaPictures RedOmFilms PlanBEntertainment ,Drama ElizabethGilbert David Felipe Ryan MurphyColumbiaPictures RedOmFilms PlanBEntertainment en
5994,en,The Family Man,Comedy Drama Romance Fantasy ,JackCampbell KateReynolds Cash ,Brett Ratner,UniversalPictures ,Comedy Drama Romance Fantasy JackCampbell KateReynolds Cash Brett RatnerUniversalPictures en
39514,en,RED,Action Adventure Comedy Crime Thriller ,FrankMoses MarvinBoggs Victoria ,Robert Schwentke,DCComics DiBonaventuraPictures SummitEntertainment DCEntertainment ,Action Adventure Comedy Crime Thriller FrankMoses MarvinBoggs Victoria Robert SchwentkeDCComics DiBonaventuraPictures SummitEntertainment DCEntertainment en
9563,en,Any Given Sunday,Drama ,TonyD'Amato ChristinaPagniacci Jack'Cap'Rooney ,Oliver Stone,Donners'Company Ixtlan WarnerBros. ,Drama TonyD'Amato ChristinaPagniacci Jack'Cap'Rooney Oliver StoneDonners'Company Ixtlan WarnerBros. en
547,en,The Horse Whisperer,Drama Romance ,TomBooker AnnieMacLean RobertMacLean ,Robert Redford,WildwoodEnterprises TouchstonePictures ,Drama Romance TomBooker AnnieMacLean RobertMacLean Robert RedfordWildwoodEnterprises TouchstonePictures en
1538,en,Collateral,Drama Crime Thriller ,Vincent Max Annie ,Michael Mann,ParamountPictures DreamWorksSKG Parkes/MacDonaldProductions EdgeCity ,Drama Crime Thriller Vincent Max Annie Michael MannParamountPictures DreamWorksSKG Parkes/MacDonaldProductions EdgeCity en
9334,en,The Scorpion King,Action Fantasy Adventure ,Mathayus Cassandra Balthazar ,Chuck Russell,UniversalPictures KalimaProductionsGmbH&Co.KG WorldWrestlingEntertainment(WWE) AlphavilleFilms ,Action Fantasy Adventure Mathayus Cassandra Balthazar Chuck RussellUniversalPictures KalimaProductionsGmbH&Co.KG WorldWrestlingEntertainment(WWE) AlphavilleFilms en
11128,en,Ladder 49,Drama Action Thriller ,JackMorrison CaptainMikeKennedy LindaMorrison ,Jay Russell,CaseySilverProductions BeaconCommunications TouchstonePictures BeaconPictures FantailFilmsInc. ,Drama Action Thriller JackMorrison CaptainMikeKennedy LindaMorrison Jay RussellCaseySilverProductions BeaconCommunications TouchstonePictures BeaconPictures FantailFilmsInc. en
75780,en,Jack Reacher,Crime Drama Thriller ,JackReacher HelenRodin AlexRodin ,Christopher McQuarrie,ParamountPictures MutualFilmCompany SkydanceProductions TCProductions ,Crime Drama Thriller JackReacher HelenRodin AlexRodin Christopher McQuarrieParamountPictures MutualFilmCompany SkydanceProductions TCProductions en
